0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
4204;-59.75;-7.75;1595;10829;8007;10383;669;768;2865;3193;26;776;5499;16278;1294;13535;6914;5413;3271;1427;1567;1247;2049;437;111;14310;2922;1709;2902;2424;2973;1370;2630;1890;1430;5;1234;5083
4205;-59.25;-7.75;1559;7171;6978;4419;1100;959;2430;3133;46;842;3845;15038;1791;7263;5044;4738;1802;844;1779;665;1770;178;132;5459;1122;1739;4545;2871;1336;2557;741;1415;514;8;943;3805
4206;-58.75;-7.75;1548;4703;5445;5956;772;1961;2130;3813;43;219;1434;10629;2167;2776;5195;5275;2519;671;1581;922;1427;463;231;4847;1216;1446;3710;1990;1174;1750;1792;1562;623;19;513;3254
4207;-58.25;-7.75;1956;11287;9751;6344;625;1774;2422;3254;43;188;2148;6380;5471;4326;4930;3757;3104;1298;2137;1830;1292;424;1010;5951;2112;2003;4508;2301;1080;1882;1137;1232;2049;24;711;2877
4208;-57.75;-7.75;3933;10198;11796;6848;952;2093;2684;2888;63;614;3299;8783;4365;9353;6616;3804;3418;1730;2313;2811;3945;620;2448;9649;2998;1785;4562;3423;2454;1601;1066;2697;1693;57;802;3190
4209;-57.25;-7.75;3646;9563;6651;6973;489;2467;2169;2035;110;487;3009;9557;1988;15681;7428;7158;2805;1346;2242;1236;3902;62;3412;13599;1508;1806;2934;5145;1655;928;731;1786;876;22;993;3279
4210;-56.75;-7.75;1137;7129;5344;5848;470;1330;2201;1276;20;38;1157;9373;2106;7476;5897;7173;2331;1611;2468;524;2173;35;1412;7057;1614;1583;3452;3103;1120;927;767;621;306;47;717;2581
4211;-56.25;-7.75;1674;10571;9829;7992;666;3094;3685;3381;26;71;541;7539;2432;4338;6310;7427;3851;2240;1801;1043;2352;69;1814;11624;928;1722;2711;3697;1092;921;920;509;723;45;796;2039
4212;-55.75;-7.75;2570;7651;5770;6227;954;3017;4587;2867;27;78;337;5035;1973;5583;6483;3122;4262;1164;1821;955;1094;116;702;13544;1047;2582;3327;2088;722;1040;1593;1630;669;14;458;1729
4213;-55.25;-7.75;1640;5652;7764;6110;1458;2942;6267;5158;10;37;707;2597;1657;7282;4657;2757;3630;2682;1857;983;836;120;1054;8882;654;2405;3250;2822;1180;1522;887;838;1491;6;344;1343
4214;-54.75;-7.75;1773;4966;8835;4662;1211;2071;4606;4875;7;38;888;1663;3018;2671;4207;4049;3705;3027;2114;425;645;134;193;4027;766;1075;3451;3210;776;649;228;2030;851;3;141;1248
4215;-54.25;-7.75;2142;5066;8129;4299;1101;2251;4157;1934;10;9;1193;2854;2567;3344;6020;3923;3793;2165;1906;272;39;21;815;2726;805;1521;2608;3998;725;841;381;1270;341;14;82;1874
4216;-53.75;-7.75;2662;7870;7788;6550;1538;3833;2858;1725;6;27;568;3269;4454;5726;6576;3547;3496;2059;1757;627;37;54;2314;747;705;1947;2926;2679;1030;1693;623;1243;663;10;79;1948
4217;-53.25;-7.75;2907;10377;8108;8570;2014;2071;2353;1377;9;6;955;5158;4357;7934;10147;4339;3522;2743;2385;315;61;37;1995;1806;673;2074;4724;3501;1082;1634;915;3956;582;4;85;2495
4218;-52.75;-7.75;3810;7770;9478;16124;1863;3868;3970;2043;9;173;1519;4427;4310;6525;8359;2737;2260;3082;3722;1027;123;177;6039;2976;434;1800;3756;3444;2406;2007;736;7462;671;9;59;2828
4219;-52.25;-7.75;3501;7882;12852;10107;2246;6260;2881;3472;3;277;2192;4314;5752;8123;13454;7542;4033;3695;5066;1343;268;147;1670;8459;637;3070;7008;4950;3245;2286;1713;4283;1027;7;144;3594
4220;-51.75;-7.75;3353;6825;14107;9673;3632;4038;2006;5010;10;113;1812;4850;6140;6812;11781;6035;4339;4794;4274;987;65;524;1050;4183;2083;2650;4737;4814;2272;802;1371;2800;1233;5;180;3505
4221;-51.25;-7.75;5210;8316;13978;9555;3719;11818;3299;5384;3;99;1877;6586;9476;9633;12393;9483;4965;7981;5409;931;96;343;1344;10448;880;2909;6605;3912;3588;2348;2390;2731;1780;6;309;3633
4222;-50.75;-7.75;5442;9308;12281;5878;2962;8025;2118;3562;2;75;1963;8173;7785;6876;19064;9299;4470;4857;4093;783;16;15;111;5132;2571;3792;7296;4123;3555;2057;1646;1290;1050;1;99;3425
4223;-50.25;-7.75;4480;4827;11118;3555;1783;6708;1975;951;7;13;825;4733;4971;2569;11682;5366;2512;3496;2918;285;6;11;282;1067;1608;2931;4281;3701;573;3385;1284;3265;1250;1;32;2631
4224;-49.75;-7.75;2928;4015;16307;6682;2085;13507;3746;758;10;10;615;2876;6644;1863;6351;2380;3405;3229;2655;893;10;43;26;1508;1986;3170;5732;5423;358;3474;2203;1397;676;4;13;2046
4225;-49.25;-7.75;3535;4721;14315;10436;3612;9078;6934;923;6;8;561;2264;9096;2453;8188;1645;3717;3553;3846;557;30;58;48;2571;2515;2798;8449;3281;456;3108;1966;1776;668;3;2;814
4226;-48.75;-7.75;5303;5518;12679;7395;4234;7862;8393;1033;7;15;788;2814;11089;1310;9082;4119;2857;4521;5119;1167;5;25;88;1481;2188;2848;7056;4716;939;3802;1600;1710;2039;3;9;851
4227;-48.25;-7.75;3278;3528;15370;2584;1915;10422;5607;985;5;8;105;3680;5408;2129;8983;5821;2338;4723;5403;657;5;11;561;141;2777;3297;3151;4621;1419;2520;3971;1935;2809;0;16;783
4228;-47.75;-7.75;2956;3364;11708;2571;3065;10044;3886;471;5;6;35;5187;3302;1787;6147;13263;2068;5949;3708;801;3;15;80;105;1347;2405;2725;2050;1183;2335;3019;2498;627;2;10;956
4229;-47.25;-7.75;4159;3624;10296;2294;4122;11421;4960;282;14;6;34;4073;4614;1439;6036;10395;5182;4414;3835;559;8;10;10;127;949;2732;1249;1035;1426;4484;2164;1235;253;4;8;614
4230;-46.75;-7.75;4959;4844;10013;2036;3379;8560;4145;276;12;4;15;2667;4606;623;4430;9550;2571;4617;2608;474;7;6;8;233;1005;1752;2142;1881;909;2987;1188;1270;206;1;4;476
4231;-46.25;-7.75;3461;1276;3438;1488;2248;3984;2984;375;7;1;17;511;1725;2363;2228;6740;2715;1799;2607;930;4;4;1;62;1188;804;2125;1436;629;1100;302;1013;64;2;4;326
4232;-45.75;-7.75;3835;934;2463;3400;1304;3872;2916;744;8;2;19;267;1030;709;865;2980;2323;2988;1566;2897;11;10;7;16;522;780;1982;2668;395;2272;626;203;39;3;1;655
4233;-45.25;-7.75;1729;943;2223;2046;1097;4248;2547;372;7;4;13;481;1866;464;1173;475;2462;3077;923;2202;17;8;8;9;831;724;3738;1859;258;2933;335;16;17;3;4;114
4234;-44.75;-7.75;1036;1124;914;2089;1337;4009;2155;310;8;11;27;432;1916;346;2860;108;2534;2921;975;1129;15;13;8;2560;979;723;1822;4101;267;2339;259;21;22;4;4;36
4235;-44.25;-7.75;1298;598;1694;1332;2252;2338;1876;288;8;11;20;148;682;453;5065;377;3860;1390;902;469;35;15;12;7;310;951;3371;2621;492;1201;65;11;35;6;10;55
4236;-43.75;-7.75;1534;864;2037;1221;1660;2464;1855;181;6;8;7;20;1481;160;2607;134;4201;1278;381;109;15;9;6;3;136;732;1437;2767;667;1325;33;12;3;3;5;62
4237;-43.25;-7.75;1416;791;2007;1730;616;2598;1643;131;11;6;7;20;3349;145;1255;69;2985;1539;454;44;10;10;7;3;438;623;2169;2026;580;924;12;5;0;2;7;31
4238;-42.75;-7.75;1210;1099;1237;782;329;2844;2010;50;5;3;8;15;3415;308;334;98;1761;1492;393;21;6;3;5;5;1038;475;1073;1532;113;1010;46;3;5;1;5;14
4239;-42.25;-7.75;1044;498;981;987;242;2552;1209;26;1;1;3;6;811;35;157;157;2412;2419;654;11;1;8;7;1;1653;172;166;1094;112;1169;101;8;2;7;7;12
4240;-41.75;-7.75;798;86;1125;1047;201;1783;1158;26;2;0;3;9;794;160;110;222;2037;4290;535;18;4;1;5;3;2596;82;723;490;99;1162;28;1;1;3;2;12
4241;-41.25;-7.75;239;46;436;646;556;1738;920;32;2;1;8;13;869;34;56;179;1456;3076;1060;35;7;2;8;4;1585;61;103;590;103;1127;13;1;5;1;3;6
4242;-40.75;-7.75;159;23;260;458;467;440;2012;33;6;1;5;8;469;41;78;146;1038;3174;1112;135;12;7;6;5;441;38;41;408;292;1226;12;1;2;4;3;4
4243;-40.25;-7.75;182;17;127;320;347;860;804;27;4;1;6;8;144;22;69;315;431;1586;848;121;7;6;1;3;198;62;14;253;234;217;15;1;11;3;3;2
4244;-39.75;-7.75;218;19;245;139;190;888;853;31;8;2;10;16;189;21;61;413;363;2441;435;76;8;4;3;5;266;52;11;92;72;143;15;9;30;3;4;3
4245;-39.25;-7.75;227;35;345;149;175;479;706;88;21;5;5;23;244;29;43;323;489;2570;307;77;18;8;8;13;226;32;14;99;68;173;18;58;5;0;10;3
4246;-38.75;-7.75;194;34;234;652;157;734;839;77;20;5;11;17;461;27;45;438;354;2251;431;114;20;13;5;5;444;36;17;63;85;179;79;27;5;6;5;4
4298;-62.25;-8.25;1372;9866;5445;7999;600;392;895;1900;116;969;4981;10161;1524;5490;6502;5851;2012;1255;3040;1414;852;540;3197;11305;1699;1983;2122;1358;872;1044;3331;1174;2866;12;978;1716
4299;-61.75;-8.25;2029;11547;8728;5810;490;522;828;763;43;303;3640;10211;1514;5377;7102;5912;1510;998;2428;938;330;47;2022;9440;3692;1924;3427;1645;677;1332;2569;1057;1865;3;2226;3291
4300;-61.25;-8.25;2311;10458;7242;5142;230;676;618;778;16;100;553;7101;3467;4562;3922;7195;1335;962;1673;1364;203;36;1631;2646;6931;1853;2684;1245;826;893;4959;534;929;6;1100;2212
4301;-60.75;-8.25;1481;12877;5925;3871;378;956;1049;898;25;85;848;7084;3584;10543;3095;5450;1441;1229;1725;2142;348;220;3472;6514;3109;1478;2011;2848;2085;1329;3689;1426;538;4;371;2645
4302;-60.25;-8.25;1613;9455;3036;5135;982;994;2157;2392;24;105;2201;8411;3495;11372;8854;5503;1621;1027;1435;1685;358;662;1511;10897;2462;1597;4280;3043;1580;1191;1831;1549;2560;2;680;4420
4303;-59.75;-8.25;1874;13099;4505;6548;1575;1001;3174;2984;58;89;2694;12375;3967;15485;12963;6930;4043;859;1804;2090;1511;402;1213;8142;2141;1439;3871;2877;1425;687;3224;3646;1812;4;1432;4130
4304;-59.25;-8.25;1299;15336;5881;5767;1275;859;3658;2832;37;59;5343;9942;2329;7087;10707;7995;3146;968;2661;1512;1334;645;706;7488;1688;1575;3778;2529;1601;2779;1769;2876;923;9;1050;4584
4305;-58.75;-8.25;789;8940;4311;8631;1029;2011;2223;1357;27;25;5182;4958;1661;3470;7561;4406;2278;575;3212;1113;686;479;513;4725;2657;1544;4571;3140;1389;2414;2278;1519;374;5;718;4006
4306;-58.25;-8.25;2068;7529;7208;8459;1166;4007;2323;1555;31;55;2854;5231;1690;4395;9868;4790;2247;771;2671;1035;704;1212;2100;7524;1660;1877;3405;1893;1893;2107;2182;1177;552;7;1120;1939
4307;-57.75;-8.25;3965;7405;6145;5595;1784;2606;2358;3710;49;163;2137;9309;2582;9486;8109;10056;2698;1263;3064;3149;2297;658;3610;3341;1295;1511;4622;2066;1821;2149;2209;1715;1590;19;1076;1197
4308;-57.25;-8.25;4162;18505;5842;8450;1259;1910;2503;5036;40;391;4792;12654;3274;16347;10672;14667;3372;2081;3366;1683;3960;429;10064;14407;1320;1843;5482;4248;4380;2231;2408;2380;1147;41;1974;2445
4309;-56.75;-8.25;2068;14885;4717;6080;562;2632;3167;2848;19;672;5981;10518;1923;11830;9384;7807;2932;2303;2108;1023;2145;189;4076;13283;2120;2095;3499;3778;1394;762;1096;1829;852;39;3734;4410
4310;-56.25;-8.25;1243;7420;6077;7067;455;3423;2517;1545;17;651;4529;8055;2151;9661;4410;4878;1588;1891;1941;563;1227;77;231;8166;1091;1458;5311;1868;897;651;973;799;352;21;1348;4039
4311;-55.75;-8.25;1561;5960;5425;6609;708;4398;2736;1553;17;21;1297;6859;3056;11577;4800;3144;2806;1970;2138;912;786;203;170;10323;1113;1683;3133;1831;450;2981;2159;1558;1192;7;645;2417
4312;-55.25;-8.25;1213;6983;10387;7266;1182;3899;4926;3418;16;34;595;4597;4535;7924;5715;4379;2887;2003;1901;863;162;213;239;10463;619;3069;2153;2608;1124;2019;2030;571;737;6;422;1875
4313;-54.75;-8.25;2322;8057;10850;7317;2702;2620;4135;2222;11;16;310;2677;3988;4568;3256;5026;4900;2359;1462;439;86;215;24;3247;582;1442;2806;4564;885;1617;736;617;1212;0;175;1483
4314;-54.25;-8.25;3651;9788;9447;7065;1849;4747;5064;4476;6;7;291;4965;3055;5272;6821;3303;4555;2538;1463;551;11;93;317;2786;642;2379;3807;2970;1402;927;770;1264;739;5;234;2340
4315;-53.75;-8.25;2036;6879;8799;5934;1954;3263;3588;2492;6;11;1066;4190;4833;5934;8145;3826;1694;3403;1839;601;10;55;1291;1747;889;2883;3176;3302;1071;1629;545;2681;709;5;335;1956
4316;-53.25;-8.25;2971;8189;9300;5455;2328;3664;4224;2381;3;18;692;4896;4184;9979;7453;7561;1274;5136;2248;498;76;86;273;1897;990;2624;4412;5693;1803;2243;1122;2143;426;3;101;2101
4317;-52.75;-8.25;4079;11005;9305;12452;3328;3934;3882;4771;8;177;1465;5299;7820;11448;8120;6409;2827;4433;4892;1217;236;72;2838;7867;801;3416;4907;5578;2407;1494;1418;3674;597;6;197;2253
4318;-52.25;-8.25;5201;17487;14882;16793;5033;6380;5175;6079;1;307;2098;10145;8424;28638;14836;13199;5300;5375;5341;767;16;58;2225;13705;1185;4799;7991;6176;4962;2749;2140;4717;1116;4;367;3559
4319;-51.75;-8.25;3057;6156;8389;11695;3899;3949;2568;4336;7;38;1944;7969;5452;10926;14880;7382;2567;3696;4181;549;55;120;955;4300;901;2860;4941;3594;1225;902;918;895;1019;3;100;4881
4320;-51.25;-8.25;4752;5258;12315;11044;3894;8163;3764;5057;10;23;1551;6397;8672;9615;13260;8990;3507;4511;3102;472;20;37;2069;2882;1171;2233;4264;5101;2389;2082;1532;3153;2155;5;285;3422
4321;-50.75;-8.25;6953;7659;13264;6032;3281;5056;2912;4906;4;30;1922;7007;6351;3763;17240;7050;3651;3929;4133;972;11;25;26;1220;1029;2178;4388;4505;998;1487;1672;4298;1805;5;83;3039
4322;-50.25;-8.25;12260;6056;25285;4740;3049;7797;3898;3726;6;96;1471;8808;5509;3028;7513;7572;5307;2569;4326;1259;12;19;133;2160;1794;2778;4280;3108;1006;3266;3626;1887;2571;2;39;2085
4323;-49.75;-8.25;6714;5150;17711;7928;4008;12264;3443;2438;11;9;391;6839;8539;1641;10420;7980;5974;3871;4371;688;6;16;77;1610;4290;4361;3704;4322;1660;2003;3444;5307;1101;2;6;1705
4324;-49.25;-8.25;7043;6192;15077;9612;4865;10574;7311;745;4;1;790;5661;10635;3029;13475;10461;3994;4155;6720;2310;5;26;75;2724;2134;2843;3358;5529;757;2337;5437;2271;1152;4;8;893
4325;-48.75;-8.25;6144;8481;22321;6874;3576;11674;8260;1591;6;7;183;6360;9781;3005;11043;25499;4291;4464;7481;2108;6;41;16;7007;1488;5694;6556;5854;2022;2814;3199;4312;955;2;8;700
4326;-48.25;-8.25;5883;6056;18517;3566;3755;5809;5962;604;8;5;71;3222;8922;2603;12065;5584;2522;4219;5827;1119;6;8;45;88;1388;2561;3536;4952;1141;2230;1897;1650;1032;5;8;711
4327;-47.75;-8.25;11177;7096;13893;3546;6605;9404;6517;864;8;0;21;3878;10785;2454;8705;7648;2793;6081;7582;1750;7;7;15;249;1298;2816;7181;5593;1918;5995;2034;1735;832;1;9;540
4328;-47.25;-8.25;14309;5909;6408;3197;5979;13335;5672;838;7;7;24;1786;7533;2929;7055;14010;5063;7085;7926;1297;7;14;8;458;863;2413;4206;3855;3428;3463;4062;1357;530;0;0;508
4329;-46.75;-8.25;8730;5222;7949;2484;4051;7118;5612;807;5;6;15;1300;5630;3253;5950;10393;6179;6134;5669;928;8;8;7;342;814;3955;6069;5089;1318;2234;1571;1044;1122;2;5;494
4330;-46.25;-8.25;4555;3374;5339;1602;2495;5566;3802;617;7;1;19;557;4866;2580;5045;4960;5774;3650;3383;706;11;5;5;149;2892;2311;2540;3176;898;1958;780;159;262;2;3;433
4331;-45.75;-8.25;3696;1594;3461;3369;2606;3861;2737;1449;8;4;11;192;4083;535;2331;2453;3128;3269;3260;1005;6;4;10;32;1169;1278;1746;1825;691;2299;1207;278;61;2;2;335
4332;-45.25;-8.25;4004;786;2142;4153;1654;6512;4451;989;5;8;16;202;2679;639;3908;578;3447;3771;1846;2203;18;12;10;15;904;964;1838;1481;345;1927;335;49;203;2;5;292
4333;-44.75;-8.25;3182;1273;3662;3601;1388;4821;2236;401;9;5;19;336;1898;521;2058;173;5032;2522;2058;2140;24;12;7;8;613;1254;1042;1675;957;1648;384;9;105;4;3;233
4334;-44.25;-8.25;1974;1246;4023;1020;1124;4511;2196;157;9;11;18;71;2269;245;1482;200;4504;2231;2184;465;28;11;21;4;257;1698;3424;4470;625;2688;223;4;24;3;3;48
4335;-43.75;-8.25;1200;1028;3814;1328;827;3717;2570;78;13;9;8;21;2024;126;2109;123;2066;1544;2418;125;31;12;9;7;384;1959;2582;2468;771;3219;88;2;1;11;2;14
4336;-43.25;-8.25;965;1586;3424;1119;695;2667;1987;70;12;7;8;21;1503;170;1034;54;1874;1209;1140;83;16;10;7;5;689;1068;1732;1294;195;1299;39;5;4;3;5;15
4337;-42.75;-8.25;768;784;1679;1471;194;2185;1177;57;8;3;11;23;1565;228;1241;228;1839;1134;402;19;8;8;5;6;1060;611;420;2365;93;581;85;2;3;3;8;8
4338;-42.25;-8.25;348;170;1686;1910;165;2940;1057;46;4;5;7;6;789;72;693;228;2311;2799;447;8;10;7;4;5;2020;227;367;1075;78;738;19;1;3;6;5;5
4339;-41.75;-8.25;181;94;1058;1689;315;1587;768;27;4;3;4;16;285;53;124;60;2926;2345;815;14;9;4;3;6;1812;101;456;539;63;1322;9;1;2;1;2;8
4340;-41.25;-8.25;105;25;407;619;661;397;797;30;4;2;1;9;407;21;63;66;1921;2210;524;14;10;2;0;3;927;76;43;507;188;187;4;5;3;0;3;5
4341;-40.75;-8.25;105;17;482;390;503;295;1491;30;5;4;5;6;149;25;59;57;436;946;719;50;4;3;4;5;622;61;21;246;221;71;4;0;4;1;3;7
4342;-40.25;-8.25;131;17;131;181;296;727;695;26;6;4;8;13;80;15;58;96;301;1248;509;18;6;2;6;6;224;70;21;302;177;68;6;4;0;1;6;5
4343;-39.75;-8.25;107;19;123;544;225;409;610;63;29;4;7;12;201;10;45;220;270;1216;362;28;20;14;13;7;759;69;18;166;229;66;12;49;6;2;5;4
4344;-39.25;-8.25;137;23;131;906;130;561;855;75;23;0;8;14;298;20;56;193;495;1185;350;42;20;8;8;9;964;32;18;81;133;111;32;282;11;1;0;4
4345;-38.75;-8.25;121;17;267;564;77;632;1044;93;3;1;6;17;363;10;58;298;1027;776;406;90;9;4;5;10;862;24;15;99;122;87;155;105;8;4;6;2
4397;-62.25;-8.75;1859;13577;4091;4975;822;463;1651;1795;351;221;5870;8165;2031;3864;9847;8477;3152;1267;2545;2313;543;125;7848;12251;1414;2263;2057;1643;828;984;5668;2847;559;15;1081;2367
4398;-61.75;-8.75;2111;12166;5080;6772;874;1323;1599;1880;189;38;2356;7731;3075;6760;9515;9106;2375;1040;2182;1296;355;29;2697;9564;2849;3096;5020;2168;359;1198;4562;1082;681;1;1736;2979
4399;-61.25;-8.75;1901;7829;5870;7135;553;867;796;1181;27;41;944;5055;1492;5036;7904;6071;2022;764;2041;1369;596;73;906;6524;2975;2652;5001;1579;1378;554;2916;1269;524;51;1509;2992
4400;-60.75;-8.75;2068;9306;6763;5981;661;625;1297;639;96;35;2168;5475;2545;7579;4167;6792;1362;1118;2143;1496;121;308;2410;9705;2207;1533;2552;2054;1748;661;2296;626;622;10;1668;1622
4401;-60.25;-8.75;3072;13572;4980;7158;901;906;1953;1768;21;18;2239;6143;2011;8280;4699;7797;2227;1060;1805;1656;47;476;2276;10694;2054;1360;2476;2051;990;1228;2861;963;557;2;1073;1584
4402;-59.75;-8.75;1545;15111;7042;4700;2252;1446;2262;3315;42;33;1096;8902;1963;11220;7054;4949;2211;1429;1271;1865;166;1101;3290;7200;1571;1329;2537;2907;2018;741;3218;557;373;3;905;2083
4403;-59.25;-8.75;1736;22683;5373;8360;2675;2125;2775;3693;39;25;1249;7922;2471;12034;7320;12467;2809;1631;1631;1778;380;456;2594;10342;2904;1913;3288;3849;1867;1422;2233;1079;870;6;837;1326
4404;-58.75;-8.75;1227;15114;7345;10843;969;2851;2346;4101;32;33;1423;5878;2314;8267;7265;7185;1832;907;2063;1009;758;760;1457;8823;1387;1495;6696;2018;1730;2901;1235;1195;390;7;1104;1986
4405;-58.25;-8.75;1392;8763;8677;6754;922;2585;3176;2252;45;61;3494;4342;1814;10328;11278;7213;1170;727;3150;459;350;634;813;4936;1014;1653;3660;3607;1856;1320;552;936;383;11;1057;1646
4406;-57.75;-8.75;1732;6035;5729;7988;1028;2876;2123;1662;37;102;2812;3926;1337;4402;5067;9569;2501;1297;2256;466;400;446;3585;6390;1124;1570;2998;2215;1276;1864;1073;1141;199;7;1168;1287
4407;-57.25;-8.75;2957;10225;5528;6522;1357;2057;2649;2350;21;37;3966;8909;3171;20703;9523;11620;3673;2569;2276;1557;585;427;10644;11084;804;2321;2528;2125;2545;1432;2043;2360;490;16;1262;1008
4408;-56.75;-8.75;5433;18018;10050;5059;1285;2908;3773;2981;13;108;6109;9352;5957;20636;13603;9147;5029;2253;3205;1048;508;313;3445;6780;1901;3783;4158;2745;3247;1008;1915;1950;479;5;1325;2362
4409;-56.25;-8.75;3023;15644;7856;5409;1310;3167;5191;2881;21;142;2413;7208;3984;19069;11515;7241;4379;1522;3712;1722;2530;156;1549;14069;1917;2282;3539;3555;2105;1476;1684;3955;339;7;1668;3544
4410;-55.75;-8.75;2780;10399;6212;6543;1777;2625;3040;2083;19;116;2511;6052;4973;18918;5696;5850;3603;1074;2697;766;1148;184;1842;11045;555;3169;3034;2273;827;881;1315;4843;586;5;1196;3071
4411;-55.25;-8.75;1725;8708;5951;5163;1129;2491;5019;3069;8;15;1620;4632;4503;20726;2412;4561;2800;1446;2625;426;84;75;242;8632;308;3685;1932;2095;525;1094;1272;1807;900;4;1123;2503
4412;-54.75;-8.75;2156;5429;10073;5208;1032;2389;6007;2527;9;10;349;4679;2570;10168;1897;4196;2965;2205;1832;445;15;77;24;1839;502;2342;1652;2970;895;1790;1221;312;238;5;843;2035
4413;-54.25;-8.75;2388;4593;5910;7325;1427;3251;4550;2338;9;8;181;3188;3225;3814;4331;6657;3048;3058;2021;632;8;55;26;3045;696;2076;3212;3124;1527;1999;793;750;216;2;464;1904
4414;-53.75;-8.75;2829;8593;13046;6428;2403;3293;2575;2052;8;6;397;3808;9318;11580;7476;7096;1361;3041;1805;532;11;71;317;10655;511;2789;3175;3499;971;1062;1178;657;389;2;373;2210
4415;-53.25;-8.75;4231;10700;10238;7168;2885;2848;2992;3726;9;8;411;5356;5900;10928;7582;15068;2277;3524;2506;502;15;50;95;11118;602;5465;4786;3890;1480;1710;984;775;463;1;340;2613
4416;-52.75;-8.75;5134;14456;11097;7849;4366;3886;3274;5258;12;122;919;6844;6996;15353;7390;10103;5308;4305;4132;815;12;35;674;7726;733;4692;7152;2844;2164;1335;1513;1449;694;4;226;3373
4417;-52.25;-8.75;6501;12331;14915;9830;6220;5609;3353;8023;3;94;2261;6235;10976;32578;17169;12863;6115;8071;3713;1057;23;50;734;12561;1850;4325;9449;4163;3171;1619;1529;1282;3409;2;469;2771
4418;-51.75;-8.75;6326;7449;13718;7078;6912;4309;2598;6495;5;10;2051;10230;12931;28158;18919;9116;4683;3494;3581;529;18;97;409;7677;1145;3215;5804;2344;3126;2529;3149;697;2424;7;199;3629
4419;-51.25;-8.75;5737;5584;10818;3877;6181;6363;2449;4407;8;5;1104;6145;9834;20305;18869;12186;2582;3096;2892;411;14;48;136;3409;1816;2940;5516;3536;682;1650;2864;579;410;1;81;2674
4420;-50.75;-8.75;5937;8104;12790;5871;4794;4074;3500;3154;8;7;1274;5968;10589;6720;11060;9309;4759;4977;4967;534;5;113;16;1079;1511;3105;4514;3896;404;1998;2288;2134;632;2;38;3022
4421;-50.25;-8.75;5607;3550;15379;6727;6222;8164;4446;2968;3;7;1051;7404;7549;3106;10261;11550;4431;6627;4201;723;11;29;26;2547;1470;2119;4488;4786;1774;1829;2909;5323;907;2;8;2331
4422;-49.75;-8.75;9187;3432;10149;5395;9030;11811;3517;4350;6;4;509;10592;9904;1342;11392;11539;2933;5304;3489;643;10;20;58;3897;1172;4904;3753;6278;1721;2813;1848;3733;2106;5;8;1909
4423;-49.25;-8.75;12645;6545;8850;10064;12987;14685;5708;4405;5;7;709;7550;12687;1311;13341;15080;3440;5072;4889;898;8;26;151;6224;2158;3232;4807;4751;1006;3059;4255;3977;3502;2;9;1981
4424;-48.75;-8.75;9032;6057;13601;8728;8001;9121;5199;1285;8;7;392;8158;17641;1371;14799;18115;3670;5767;6305;1230;4;14;18;2701;1634;3447;6742;6205;2224;3009;3235;1873;1060;3;7;1036
4425;-48.25;-8.75;7270;4465;12432;8937;5223;8351;5127;965;9;10;53;4158;20087;1276;15583;6120;2881;6813;6142;2680;8;6;11;497;2153;3255;2430;5460;1235;3977;2494;957;258;2;8;773
4426;-47.75;-8.75;10597;5242;10948;5559;6647;10493;6813;772;13;8;23;3892;15082;2040;10607;9965;5301;12138;7962;2165;8;7;11;386;1446;2813;4697;4639;1706;6336;3090;2689;171;0;3;611
4427;-47.25;-8.75;11470;6714;10396;3489;6148;8741;6874;998;6;7;20;2883;9439;3257;7667;14968;9072;9297;6329;1235;4;6;13;354;1452;3535;6184;5779;1474;7114;6749;3941;258;1;3;464
4428;-46.75;-8.75;8011;6476;12506;2527;3778;4751;5154;885;8;7;9;2628;7340;3712;10830;20518;6038;6438;6392;305;4;5;3;232;1308;5111;4858;5102;1566;4086;1784;477;558;0;7;517
4429;-46.25;-8.75;6714;5422;6201;2121;1850;7246;3436;938;8;6;9;723;5025;636;11571;10108;6218;4831;3932;110;4;4;13;18;729;4815;2987;3847;823;2646;454;23;417;3;3;285
4430;-45.75;-8.75;3853;2207;2596;2668;1397;6577;1795;1366;10;2;12;429;4246;224;6125;2292;4009;5221;3356;231;2;5;7;10;2457;2015;2552;1562;706;3057;951;11;260;3;1;397
4431;-45.25;-8.75;7278;1031;2854;3867;850;5074;2182;402;8;2;13;447;3451;1398;8409;782;2453;3636;3021;874;6;9;3;13;1490;1431;1598;2451;463;2838;425;7;66;4;3;159
4432;-44.75;-8.75;4394;1413;5352;2550;1039;3696;1943;98;9;4;13;115;1213;912;7765;1204;3685;2787;2312;422;14;8;7;8;882;1946;1826;2089;707;3502;227;7;27;5;6;210
4433;-44.25;-8.75;1098;807;4090;3871;477;4585;1726;178;12;13;13;22;1037;556;4342;364;3656;2137;2193;319;29;10;10;12;1125;1993;1924;3468;685;1843;408;3;15;4;10;93
4434;-43.75;-8.75;1001;756;3871;1372;221;3711;3167;158;15;13;12;20;959;167;4190;142;4139;1187;3026;227;21;9;14;5;889;1485;1484;2329;393;739;519;5;10;10;7;27
4435;-43.25;-8.75;658;584;2746;786;142;2244;1229;119;11;7;7;16;255;104;3877;73;1215;759;1916;88;17;8;14;2;601;1122;1981;3575;599;595;100;6;6;7;7;50
4436;-42.75;-8.75;210;142;2907;1899;126;1333;977;34;8;7;6;14;192;160;1821;223;1045;1784;846;25;14;11;4;7;770;371;528;4228;412;1010;52;3;2;5;11;95
